02014,"Spices, cumin seed","tbsp, whole",36134
02015,"Spices, curry powder",gram,36135
02015,"Spices, curry powder",tsp,36136
02015,"Spices, curry powder",tbsp,36137
02016,"Spices, dill seed",gram,36138
02016,"Spices, dill seed",tsp,36139
02016,"Spices, dill seed",tbsp,36140
02017,"Spices, dill weed, dried",gram,36141
02017,"Spices, dill weed, dried",tsp,36142
02017,"Spices, dill weed, dried",tbsp,36143
02018,"Spices, fennel seed",gram,36144
02018,"Spices, fennel seed","tsp, whole",36145
02018,"Spices, fennel seed","tbsp, whole",36146
02019,"Spices, fenugreek seed",gram,36147
02019,"Spices, fenugreek seed",tsp,36148
02019,"Spices, fenugreek seed",tbsp,36149
02020,"Spices, garlic powder",gram,36150
02020,"Spices, garlic powder",tsp,36151
02020,"Spices, garlic powder",tbsp,36152
02021,"Spices, ginger, ground",gram,36153
02021,"Spices, ginger, ground",tsp,36154
02021,"Spices, ginger, ground",tbsp,36155
02022,"Spices, mace, ground",gram,36156
02022,"Spices, mace, ground",tsp,36157
02022,"Spices, mace, ground",tbsp,36158
02023,"Spices, marjoram, dried",gram,36159
02023,"Spices, marjoram, dried",tsp,36160
02023,"Spices, marjoram, dried",tbsp,36161
02025,"Spices, nutmeg, ground",gram,36162
02025,"Spices, nutmeg, ground",tsp,36163
02025,"Spices, nutmeg, ground",tbsp,36164
02026,"Spices, onion powder",gram,36165
02026,"Spices, onion powder",tsp,36166
02026,"Spices, onion powder",tbsp,36167
02027,"Spices, oregano, dried",gram,36168
02027,"Spices, oregano, dried","tsp, leaves",36169
02027,"Spices, oregano, dried","tsp, ground",36170
02028,"Spices, paprika",gram,36171
02028,"Spices, paprika",tsp,36172
02028,"Spices, paprika",tbsp,36173
02029,"Spices, parsley, dried",gram,36174
02029,"Spices, parsley, dried",tsp,36175
02029,"Spices, parsley, dried",tbsp,36176
02030,"Spices, pepper, black",gram,36177
02030,"Spices, pepper, black","tsp, ground",36178
02030,"Spices, pepper, black","tbsp, ground",36179
02030,"Spices, pepper, black","tsp, whole",36180
02030,"Spices, pepper, black",dash,36181
02031,"Spices, pepper, red or cayenne",gram,36182
02031,"Spices, pepper, red or cayenne",tsp,36183
02031,"Spices, pepper, red or cayenne",tbsp,36184
02032,"Spices, pepper, white",gram,36185
02032,"Spices, pepper, white","tsp, ground",36186
02032,"Spices, pepper, white","tbsp, ground",36187
02033,"Spices, poppy seed",gram,36188
02033,"Spices, poppy seed",tsp,36189
02033,"Spices, poppy seed",tbsp,36190
02034,"Spices, poultry seasoning",gram,36191
02034,"Spices, poultry seasoning",tsp,36192
02034,"Spices, poultry seasoning",tbsp,36193
02035,"Spices, pumpkin pie spice",gram,36194
02035,"Spices, pumpkin pie spice",tsp,36195
02035,"Spices, pumpkin pie spice",tbsp,36196
02036,"Spices, rosemary, dried",gram,36197
02036,"Spices, rosemary, dried",tsp,36198
02036,"Spices, rosemary, dried",tbsp,36199
02037,"Spices, saffron",gram,36200
02037,"Spices, saffron",tsp,36201
02037,"Spices, saffron",tbsp,36202
02038,"Spices, sage, ground",gram,36203
02038,"Spices, sage, ground",tsp,36204
02038,"Spices, sage, ground",tbsp,36205
02039,"Spices, savory, ground",gram,36206
02039,"Spices, savory, ground",tsp,36207
02039,"Spices, savory, ground",tbsp,36208
02041,"Spices, tarragon, dried",gram,36209
02041,"Spices, tarragon, dried","tsp, leaves",36210
02041,"Spices, tarragon, dried","tbsp, leaves",36211
02041,"Spices, tarragon, dried","tsp, ground",36212
02041,"Spices, tarragon, dried","tbsp, ground",36213
02042,"Spices, thyme, dried",gram,36214
02042,"Spices, thyme, dried","tsp, leaves",36215
02042,"Spices, thyme, dried","tbsp, leaves",36216
02042,"Spices, thyme, dried","tsp, ground",36217
02042,"Spices, thyme, dried","tbsp, ground",36218
02043,"Spices, turmeric, ground",gram,36219
02043,"Spices, turmeric, ground",tsp,36220
02043,"Spices, turmeric, ground",tbsp,36221
02044,"Basil, fresh",gram,36222
02044,"Basil, fresh",leaves,36223
02044,"Basil, fresh","tbsp, chopped",36224
02044,"Basil, fresh","cup leaves, whole",36225
02045,"Dill weed, fresh",gram,36226
02045,"Dill weed, fresh",sprigs,36227
02045,"Dill weed, fresh",cup sprigs,36228
02046,"Mustard, prepared, yellow",gram,36229
02046,"Mustard, prepared, yellow",tsp or 1 packet,36230
02046,"Mustard, prepared, yellow",cup,36231
02047,"Salt, table",gram,36232
02047,"Salt, table",tsp,36233
02047,"Salt, table",tbsp,36234
02047,"Salt, table",cup,36235
02047,"Salt, table",dash,36236
02048,"Vinegar, cider",gram,36237
02048,"Vinegar, cider",tbsp,36238
02048,"Vinegar, cider",cup,36239
02048,"Vinegar, cider",tsp,36240
02049,"Thyme, fresh",gram,36241
02049,"Thyme, fresh",tsp,36242
02049,"Thyme, fresh",tsp,36243
02050,Vanilla extract,gram,36244
02050,Vanilla extract,tsp,36245
02050,Vanilla extract,tbsp,36246
02050,Vanilla extract,cup,36247
02051,"Vanilla extract, imitation, alcohol",gram,36248
02051,"Vanilla extract, imitation, alcohol",tsp,36249
02051,"Vanilla extract, imitation, alcohol",tbsp,36250
02053,"Vinegar, distilled",gram,36251
02053,"Vinegar, distilled",tbsp,36252
02053,"Vinegar, distilled",cup,36253
02053,"Vinegar, distilled",tsp,36254
02054,"Capers, canned",gram,36255
02054,"Capers, canned","tbsp, drained",36256
02055,"Horseradish, prepared",gram,36257
02055,"Horseradish, prepared",tsp,36258
02055,"Horseradish, prepared",tbsp,36259
02063,"Rosemary, fresh",gram,36260
02063,"Rosemary, fresh",tsp,36261
02063,"Rosemary, fresh",tbsp,36262
02064,"Peppermint, fresh",gram,36263
02064,"Peppermint, fresh",leaves,36264
02064,"Peppermint, fresh",tbsp,36265
02065,"Spearmint, fresh",gram,36266
02065,"Spearmint, fresh",leaves,36267
02065,"Spearmint, fresh",tbsp,36268
02066,"Spearmint, dried",gram,36269
02066,"Spearmint, dried",tsp,36270
02066,"Spearmint, dried",tbsp,36271
02068,"Vinegar, red wine",gram,36272
