01151	Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)	Mleko 0%	cup	36055	szklanka
01151	Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)	Mleko 0%	quart	36056	kwarta (950 ml)
01153	Milk, canned, evaporated, with added vitamin A	Mleko skondensowane z wit. A	gram	36057	gram
01153	Milk, canned, evaporated, with added vitamin A	Mleko skondensowane z wit. A	fl oz	36058	uncja cieczy (60 ml)
01153	Milk, canned, evaporated, with added vitamin A	Mleko skondensowane z wit. A	cup	36059	szklanka
01156	Cheese, goat, hard type	Ser kozi, twardy	gram	36060	gram
01156	Cheese, goat, hard type	Ser kozi, twardy	oz	36061	uncja (28 gram)
01157	Cheese, goat, semisoft type	Ser kozi, œredni	gram	36062	gram
01157	Cheese, goat, semisoft type	Ser kozi, œredni	oz	36063	uncja (28 gram)
01159	Cheese, goat, soft type	Ser kozi, miêkki	gram	36064	gram
01159	Cheese, goat, soft type	Ser kozi, miêkki	oz	36065	uncja (28 gram)
01178	Sour cream, reduced fat	Œmietana 30%	gram	36066	gram
01178	Sour cream, reduced fat	Œmietana 30%	tablespoon	36067	³y¿ka
01178	Sour cream, reduced fat	Œmietana 30%	cup	36068	szklanka
01179	Sour cream, light	Œmietana 18%	gram	36069	gram
01179	Sour cream, light	Œmietana 18%	tablespoon	36070	³y¿ka
01179	Sour cream, light	Œmietana 18%	cup	36071	szklanka
01180	Sour cream, fat free	Œmietana 12%	gram	36072	gram
01180	Sour cream, fat free	Œmietana 12%	tablespoon	36073	³y¿ka
01180	Sour cream, fat free	Œmietana 12%	cup	36074	szklanka
01186	Cheese, cream, fat free	Serek œmietankowy, light	gram	36075	gram
01186	Cheese, cream, fat free	Serek œmietankowy, light	tbsp	36076	³y¿ka
01225	Dulce de Leche	Masa kajmakowa	gram	36077	gram
01225	Dulce de Leche	Masa kajmakowa	tbsp	36078	³y¿ka
01230	Milk, buttermilk, fluid, whole	Maœlanka	gram	36079	gram
01230	Milk, buttermilk, fluid, whole	Maœlanka	cup	36080	szklanka
01236	Ice cream, soft serve, chocolate	Lody czekoladowe	gram	36081	gram
01236	Ice cream, soft serve, chocolate	Lody czekoladowe	cup	36082	szklanka
01256	Yogurt, Greek, plain, nonfat	Jogurt Grecki, naturalny	gram	36083	gram
01256	Yogurt, Greek, plain, nonfat	Jogurt Grecki, naturalny	container	36084	miarka (30 ml)
01284	Yogurt, Greek, strawberry, lowfat	Jogurt Grecki, truskawkowy	gram	36085	gram
01284	Yogurt, Greek, strawberry, lowfat	Jogurt Grecki, truskawkowy	container (5.3 oz)	36086	pojemnik (150 gram)
01285	Yogurt, Greek, strawberry, nonfat	Jogurt Grecki, truskawkowy, light	gram	36087	gram
01285	Yogurt, Greek, strawberry, nonfat	Jogurt Grecki, truskawkowy, light	container (5.3 oz)	36088	pojemnik (150 gram)
